School_code,Attendance,Enrollment,New_student,Withdrawals,African_American,White,Asian,Latino,Other,Pacific_Islander,Low_income_family,SCHOOL_NAME_1,SCHOOL_NAME_2,ADDRESS,SCHOOL_ZIP,ZIP_PLUS_4,CITY,STATE_CD,PHONE_NUMBER,SCH_START_GRADE,SCH_TERM_GRADE,HPADDR,SCHOOL_LEVEL_NAME,Drugs,Morals,Assaults,Weapons,Thefts,Total_suspensions,One_suspension,Two_suspensions,Three_suspensions,Three_plus_suspensions,Teacher_attendance,Special_education,Gifted_education,English_second_language,Average_salary
4270,94,292,48,28,97,0,0,1,2,0,95,WILLIAM DICK SCHOOL,"DICK, WILLIAM SCHOOL",2498 W. DIAMOND ST.,19121,NA,PHILADELPHIA,PA,2156845081,0,8,,ELEMENTARY SCHOOL,0,0,2,2,0,38,25,6,5,2,97,21,0,0,65890
4280,94,356,47,25,93,2,0,1,4,0,79,SAMUEL GOMPERS SCHOOL,"GOMPERS, SAMUEL SCHOOL",5701 WYNNEFIELD AVE.,19131,NA,PHILADELPHIA,PA,2155815503,0,6,www.philasd.org/schools/gompers,ELEMENTARY SCHOOL,0,1,11,1,1,45,28,10,4,3,96,13,0,1,68767
4300,92,448,69,54,97,1,0,1,2,0,91,HESTON ACADEMICS PLUS SCHOOL,"HESTON, EDWARD SCHOOL",1621 N. 54TH ST.,19131,NA,PHILADELPHIA,PA,2155815514,0,8,,ELEMENTARY SCHOOL,0,1,12,2,0,116,68,20,13,15,93,12,0,0,66644
4320,96,574,61,48,93,1,1,3,2,0,68,ROBERT E LAMBERTON ELEMENTARY,"LAMBERTON,ROBERT E ELEMENTARY",7501 WOODBINE AVE.,19151,NA,PHILADELPHIA,PA,2155815650,0,8,www.philasd.org/schools/lamberton,ELEMENTARY SCHOOL,0,1,16,1,2,76,48,18,6,3,95,10,0,3,69430
4370,95,268,35,18,96,1,0,0,3,0,86,OVERBROOK ELEMENTARY SCHOOL,OVERBROOK ELEMENTARY SCHOOL,2032 N. 62ND ST.,19151,NA,PHILADELPHIA,PA,2155815691,0,5,www.philasd.org/schools/overbrook,ELEMENTARY SCHOOL,0,0,0,0,0,15,12,2,0,0,95,7,0,0,67966
4380,94,393,67,37,97,1,0,1,1,0,92,THOMAS M. PEIRCE SCHOOL,"PEIRCE, THOMAS M. SCHOOL",2300 W. CAMBRIA ST.,19132,NA,PHILADELPHIA,PA,2152274411,0,6,,ELEMENTARY SCHOOL,0,0,2,1,0,46,27,10,5,4,95,13,0,0,66377
4440,92,411,66,45,95,1,0,2,1,0,92,DR. ETHEL ALLEN SCHOOL,"ALLEN, DR. ETHEL SCHOOL",3200 W. LEHIGH AVE.,19132,NA,PHILADELPHIA,PA,2152274404,0,8,www.philasd.org/schools/ethelallen,ELEMENTARY SCHOOL,0,1,8,2,0,76,41,16,8,12,94,12,0,0,62438
4460,93,342,36,26,96,1,0,2,1,0,94,TANNER DUCKREY SCHOOL,"DUCKREY, TANNER SCHOOL",1501 W. DIAMOND ST.,19121,NA,PHILADELPHIA,PA,2156845066,0,8,,ELEMENTARY SCHOOL,0,1,9,2,1,71,40,15,7,9,95,12,0,0,61882
4470,93,390,64,41,95,0,0,2,3,0,90,RICHARD WRIGHT SCHOOL,"WRIGHT, RICHARD R. SCHOOL",2700 W. DAUPHIN ST.,19132,NA,PHILADELPHIA,PA,2156845076,0,6,,ELEMENTARY SCHOOL,0,0,5,1,0,42,29,9,2,1,95,19,1,0,66324
4480,96,268,7,4,86,3,1,7,4,0,61,OVERBROOK EDUCATIONAL CENTER,OVERBROOK EDUCATIONAL CENTER,6722 LANSDOWNE AVE.,19151,NA,PHILADELPHIA,PA,2155815890,0,8,www.philasd.org/schools/oec,ELEMENTARY SCHOOL,0,0,2,0,0,19,15,3,1,0,94,27,6,4,66016
4530,94,347,37,30,97,0,0,2,1,0,92,EDWARD GIDEON SCHOOL,"GIDEON, EDWARD SCHOOL",2817 W. GLENWOOD AVE.,19121,NA,PHILADELPHIA,PA,2156845072,0,8,,ELEMENTARY SCHOOL,0,0,3,1,0,56,37,10,4,4,96,10,2,0,63898
4560,93,308,58,44,95,0,0,3,2,0,92,WILLIAM D. KELLEY SCHOOL,"KELLEY, WILLIAM D. SCHOOL",1601 N. 28TH ST.,19121,NA,PHILADELPHIA,PA,2156845071,0,8,www.philasd.org/schools/kelley,ELEMENTARY SCHOOL,0,0,4,0,1,90,44,19,12,15,92,14,2,0,63635
4570,92,371,49,39,96,1,0,2,2,0,94,GEN. GEORGE G. MEADE SCHOOL,"MEADE, GEN. GEORGE G. SCHOOL",1600 N. 18TH ST.,19121,NA,PHILADELPHIA,PA,2156845062,0,8,,ELEMENTARY SCHOOL,0,0,9,0,0,32,18,7,3,4,94,10,1,1,69543
5020,78,1681,211,323,16,1,1,81,1,0,91,THOMAS EDISON HIGH SCHOOL,"EDISON, THOMAS A. HIGH SCHOOL",151 W. LUZERNE ST.,19140,NA,PHILADELPHIA,PA,2153249599,9,12,philasd.org/schools/edison,HIGH SCHOOL,12,3,62,14,9,468,277,101,46,44,93,21,1,24,71254
5050,95,246,0,11,62,4,1,31,1,0,84,PHILA MILITARY ACAD @ ELVERSON,PHILA MILITARY ACAD @ ELVERSON,2118 N. 13TH ST.,19122,NA,PHILADELPHIA,PA,2156845091,9,12,,HIGH SCHOOL,0,0,4,0,0,45,35,6,3,1,96,7,5,4,62806
5060,90,904,6,54,56,4,2,37,1,0,87,JULES MASTBAUM HIGH SCHOOL,"MASTBAUM, JULES E. HIGH SCHOOL",3116 FRANKFORD AVE.,19134,NA,PHILADELPHIA,PA,2152914703,9,12,www.philasd.org/schools/mastbaum,CAREER AND TECHNICAL HIGH SCHL,2,1,10,3,3,183,123,38,14,8,94,14,2,8,72352
5070,93,280,4,6,97,0,0,2,1,0,66,PARKWAY-NORTHWEST HIGH SCHOOL,PARKWAY-NORTHWEST HIGH SCHOOL,7500 GERMANTOWN AVE.,19119,NA,PHILADELPHIA,PA,2152486220,9,12,www.philasd.org/schools/parkwaynw/,HIGH SCHOOL,2,0,4,0,2,42,34,6,3,0,93,9,6,0,62772
5080,93,390,4,13,80,4,7,7,1,0,75,PARKWAY CENTER CITY HIGH SCHL,PARKWAY CENTER CITY HIGH SCHL,540 N. 13TH ST.,19123,NA,PHILADELPHIA,PA,2153517095,9,12,www.philasd.org/schools/parkwaycc,HIGH SCHOOL,0,0,2,0,0,56,40,10,3,3,96,6,4,2,65353
5090,92,289,5,10,98,1,0,1,0,0,74,PARKWAY WEST HIGH SCHOOL,PARKWAY WEST HIGH SCHOOL,4725 FAIRMOUNT AVE.,19139,NA,PHILADELPHIA,PA,2155815510,9,12,www.philasd.org/schools/parkwaywest,HIGH SCHOOL,1,0,2,0,1,49,39,6,2,1,96,9,3,0,65764
5150,95,543,2,11,55,13,12,20,1,0,68,WILLIAM W. BODINE H.S.,"BODINE, WILLIAM W. H.S.",1101 N. 4TH ST.,19123,NA,PHILADELPHIA,PA,2153517332,9,12,www.philasd.org/schools/bodine,HIGH SCHOOL,0,0,3,0,0,27,19,4,2,1,96,5,12,2,71409
5170,94,615,76,62,5,1,0,92,1,0,94,JULIA DE BURGOS ELEMENTARY,"DEBURGOS, J. ELEMENTARY",401 W. LEHIGH AVE.,19133,NA,PHILADELPHIA,PA,2152914065,0,8,,ELEMENTARY SCHOOL,0,1,10,2,0,79,52,15,6,6,95,18,1,27,67962
5200,95,418,30,20,7,81,2,6,4,0,84,ALEXANDER ADAIRE SCHOOL,"ADAIRE, ALEXANDER SCHOOL",1300 E. PALMER ST.,19125,NA,PHILADELPHIA,PA,2152914712,0,8,,ELEMENTARY SCHOOL,0,0,12,1,1,12,10,2,0,1,97,14,1,2,64390
5210,94,491,65,44,16,14,21,45,4,0,94,H.A. BROWN ACADEMICS PLUS SCH,"BROWN, HENRY A. SCHOOL",1946 E. SERGEANT ST.,19125,NA,PHILADELPHIA,PA,2152914717,0,8,www.philasd.org/schools/habrown,ELEMENTARY SCHOOL,0,0,4,1,0,42,23,7,5,6,95,14,1,17,71388
5230,95,774,11,23,42,12,4,39,2,0,84,RUSSELL H. CONWELL MIDDLE SCH.,"CONWELL, RUSSELL MIDDLE SCHOOL",1849 E. CLEARFIELD AVE.,19134,NA,PHILADELPHIA,PA,2152914722,5,8,www.philasd.org/schools/conwell,MIDDLE SCHOOL,1,0,7,2,0,36,24,8,3,2,95,3,11,2,69754
5250,93,193,24,16,94,0,0,3,3,0,92,DUNBAR ACADEMICS PLUS SCHOOL,"DUNBAR, PAUL L. SCHOOL",1750 N. 12TH ST.,19122,NA,PHILADELPHIA,PA,2156845065,0,8,www.philasd.org/schools/dunbar,ELEMENTARY SCHOOL,0,0,8,1,0,30,21,7,2,0,95,19,0,1,63624
5260,92,827,141,99,21,3,1,72,4,0,94,LEWIS ELKIN SCHOOL,"ELKIN, LEWIS SCHOOL",3199 D ST.,19134,NA,PHILADELPHIA,PA,2152914701,0,4,www.philasd.org/schools/elkin,ELEMENTARY SCHOOL,0,0,6,4,1,105,58,22,11,13,94,9,0,22,67364
5300,93,422,41,32,9,66,1,18,6,0,91,HACKETT SCHOOL,"HACKETT, HORATIO B. SCHOOL",2161 E. YORK ST.,19125,NA,PHILADELPHIA,PA,2152914706,0,6,www.philasd.org/schools/hackett,ELEMENTARY SCHOOL,1,0,3,2,1,23,16,4,2,1,94,18,2,2,65812
5320,95,416,81,62,73,0,0,25,1,0,95,JOHN F. HARTRANFT SCHOOL,"HARTRANFT, JOHN F. SCHOOL",720 W. CUMBERLAND ST.,19133,NA,PHILADELPHIA,PA,2156845088,0,8,,ELEMENTARY SCHOOL,1,0,6,1,1,50,34,10,3,3,94,16,1,7,61193
5330,93,506,58,31,12,2,0,83,4,0,93,WILLIAM H. HUNTER SCHOOL,"HUNTER, WILLIAM H. SCHOOL",2400 N. FRONT ST.,19133,NA,PHILADELPHIA,PA,2152914710,0,8,www.philasd.org/schools/hunter,ELEMENTARY SCHOOL,0,1,6,2,0,50,33,8,5,5,94,19,1,14,63451
5340,94,297,51,41,67,0,1,26,5,0,93,JAMES R. LUDLOW SCHOOL,"LUDLOW, JAMES R. SCHOOL",550 W. MASTER ST.,19122,NA,PHILADELPHIA,PA,2156845060,0,8,,ELEMENTARY SCHOOL,0,0,6,1,0,40,22,10,4,4,97,27,0,7,64618
5350,94,302,30,25,26,2,1,67,4,0,93,WILLIAM MCKINLEY SCHOOL,"MCKINLEY, WILLIAM SCHOOL",2101 N. ORKNEY ST.,19122,NA,PHILADELPHIA,PA,2152914702,0,8,,ELEMENTARY SCHOOL,0,0,9,1,0,36,22,8,4,2,95,21,0,12,67796
5370,95,436,49,31,16,12,0,56,15,0,90,JOHN MOFFET SCHOOL,"MOFFET, JOHN SCHOOL",127 W. OXFORD ST.,19122,NA,PHILADELPHIA,PA,2152914721,0,5,www.philasd.org/schools/moffet,ELEMENTARY SCHOOL,0,0,8,2,0,32,19,9,3,1,96,10,3,10,66883
5390,91,434,56,50,20,1,0,77,2,0,94,POTTER THOMAS SCHOOL,POTTER-THOMAS SCHOOL,3001 N. 6TH ST.,19133,NA,PHILADELPHIA,PA,2152274423,0,8,www.philasd.org/schools/potterthomas,ELEMENTARY SCHOOL,0,0,5,1,0,56,38,11,5,2,96,16,0,23,59201
5400,93,680,79,59,15,52,1,25,8,0,89,RICHMOND ACADEMICS PLUS SCHOOL,RICHMOND SCHOOL,2944 BELGRADE ST.,19134,NA,PHILADELPHIA,PA,2152914718,0,5,,ELEMENTARY SCHOOL,0,0,10,2,0,34,22,6,3,3,95,11,0,7,76481
5410,93,276,54,34,7,3,0,88,2,0,94,ISAAC A. SHEPPARD SCHOOL,"SHEPPARD, ISAAC A. SCHOOL",120 W. CAMBRIA ST.,19133,NA,PHILADELPHIA,PA,2152914711,0,4,,ELEMENTARY SCHOOL,0,0,1,0,0,44,19,8,6,10,94,10,0,35,72784
5420,94,601,65,40,24,1,0,73,2,0,92,JOHN WELSH SCHOOL,"WELSH, JOHN SCHOOL",2331 N. 4TH ST.,19133,NA,PHILADELPHIA,PA,2152914708,0,8,www.philasd.org/schools/welsh,ELEMENTARY SCHOOL,0,0,5,1,0,32,19,6,4,4,98,12,1,11,66209
5430,94,401,7,10,21,48,3,25,3,0,82,AMY 5 AT JAMES MARTIN,AMY 5 AT JAMES MARTIN,3380 RICHMOND ST.,19134,NA,PHILADELPHIA,PA,2152914172,6,8,www.philasd.org/schools/martin,MIDDLE SCHOOL,0,0,7,1,1,46,29,9,4,4,95,8,9,1,71739
5440,93,765,152,87,37,7,1,53,2,0,94,FRANCES E. WILLARD SCHOOL,"WILLARD, FRANCES E. SCHOOL",1930 E. ELKHART ST.,19134,NA,PHILADELPHIA,PA,2152914714,0,4,www.philasd.org/schools/willard,ELEMENTARY SCHOOL,0,0,3,2,0,44,34,7,2,1,95,10,0,12,73311
5470,94,663,95,62,15,2,0,81,2,0,94,CRAMP SCHOOL,"CRAMP, WILLIAM SCHOOL",3449 N. MASCHER ST.,19140,NA,PHILADELPHIA,PA,2152914704,0,6,,ELEMENTARY SCHOOL,0,0,5,2,1,40,29,7,2,2,94,10,0,20,71645
5480,95,430,43,28,86,6,0,5,3,0,88,GEN. PHILIP KEARNY SCHOOL,"KEARNY, GEN. PHILIP SCHOOL",601 FAIRMOUNT AVE.,19123,NA,PHILADELPHIA,PA,2153517343,0,8,,ELEMENTARY SCHOOL,0,0,2,0,0,10,8,1,0,0,95,15,5,0,72813
5490,92,424,72,58,34,1,1,61,3,0,93,CAYUGA SCHOOL,CAYUGA SCHOOL,4344-4358 N. 5TH ST.,19140,NA,PHILADELPHIA,PA,2154563167,0,5,www.philasd.org/schools/cayuga,ELEMENTARY SCHOOL,0,0,16,2,1,50,32,10,5,3,93,12,0,16,67271
5500,95,692,93,48,63,1,7,25,4,0,88,THURGOOD MARSHALL SCHOOL,"MARSHALL, THURGOOD SCHOOL",5120 N. 6TH ST.,19120,NA,PHILADELPHIA,PA,2154560170,0,8,www.philasd.org/schools/tmarshall,ELEMENTARY SCHOOL,0,0,10,2,0,98,55,24,7,12,93,21,1,8,73449
5510,78,478,96,132,30,12,1,57,0,0,90,"KENSINGTON BUSINESS, FINANCE","KENSINGTON BUSINESS, FINANCE",2501 CORAL ST.,19125,NA,PHILADELPHIA,PA,2152915168,9,12,,HIGH SCHOOL,4,0,20,5,1,108,75,18,8,7,95,29,1,12,70234
5520,83,490,187,118,31,9,1,58,0,0,90,KENSINGTON CAPA,KENSINGTON CAPA,1901 N. FRONT ST.,19121,NA,PHILADELPHIA,PA,2152915010,9,12,,HIGH SCHOOL,3,0,12,4,2,59,47,7,2,2,94,22,1,14,62952
5530,92,805,138,117,31,2,2,59,5,0,94,PHILIP H. SHERIDAN SCHOOL,"SHERIDAN, PHILIP H. SCHOOL",800 E. ONTARIO ST.,19134,NA,PHILADELPHIA,PA,2152914724,0,4,www.philasd.org/schools/sheridan,ELEMENTARY SCHOOL,0,0,10,3,0,83,57,17,6,3,92,8,0,14,62999
5550,80,478,68,116,30,10,3,57,0,0,91,KENSINGTON HEALTH SCIENCES,KENSINGTON HEALTH SCIENCES,2463 EMERALD ST.,19125,NA,PHILADELPHIA,PA,2152915185,9,12,www.philasd.org/schools/kensington-health-sciences,HIGH SCHOOL,4,0,7,2,0,120,75,28,10,8,94,25,1,12,65362
5560,94,298,38,35,92,1,1,5,1,0,91,SPRING GARDEN SCHOOL,SPRING GARDEN SCHOOL,1146 MELON ST.,19123,NA,PHILADELPHIA,PA,2156845070,0,8,,ELEMENTARY SCHOOL,0,0,2,0,0,26,19,4,2,2,96,12,3,1,69060
5590,93,926,140,113,33,11,0,51,4,0,94,JOHN H. WEBSTER SCHOOL,"WEBSTER, JOHN H. SCHOOL",3400 FRANKFORD AVE.,19134,NA,PHILADELPHIA,PA,2155372525,0,5,www.philasd.org/schools/webster,ELEMENTARY SCHOOL,0,0,8,3,0,59,38,11,4,5,94,14,0,7,68111
5600,88,158,14,25,34,9,1,54,0,0,94,KENSINGTON URBAN EDUCATION,KENSINGTON URBAN EDUCATION,2051 E. CUMBERLAND ST.,19125,NA,PHILADELPHIA,PA,2152915420,9,11,,HIGH SCHOOL,1,0,2,0,0,0,0,0,0,0,94,19,1,11,65621
5680,93,724,93,66,10,1,0,87,1,0,94,HON. LUIS MUNOZ-MARIN SCHOOL,"MUNOZ-MARIN, HON LUIS SCHOOL",3300 N. 3RD ST.,19140,NA,PHILADELPHIA,PA,2152918825,0,8,www.philasd.org/schools/marin,ELEMENTARY SCHOOL,1,1,13,4,2,93,55,22,8,9,94,20,0,21,66960
6010,96,2331,4,33,32,28,30,8,2,0,51,CENTRAL HIGH SCHOOL,CENTRAL HIGH SCHOOL,1700 W. OLNEY AVE.,19141,NA,PHILADELPHIA,PA,2152765262,9,12,www.centralhigh.net,HIGH SCHOOL,2,0,8,3,2,25,24,1,0,0,97,1,37,1,73807
6030,85,688,49,105,80,15,1,3,1,0,77,ROXBOROUGH HIGH SCHOOL,ROXBOROUGH HIGH SCHOOL,6498 RIDGE AVE.,19128,NA,PHILADELPHIA,PA,2154874464,9,12,www.philasd.org/schools/roxborough,HIGH SCHOOL,11,1,34,9,1,292,137,67,40,48,94,22,2,2,74007
6040,94,548,1,14,63,23,1,12,1,0,64,W. B. SAUL HIGH SCHOOL,"SAUL, WALTER B. HIGH SCHOOL",7100 HENRY AVE.,19128,NA,PHILADELPHIA,PA,2154874467,9,12,www.philasd.org/schools/saul,CAREER AND TECHNICAL HIGH SCHL,2,0,4,2,0,48,37,7,2,2,95,9,6,1,74943
6050,93,1072,6,32,65,9,17,9,1,0,64,PHILA HIGH SCHOOL FOR GIRLS,"GIRLS, PHILA HIGH SCHOOL FOR",1400 W. OLNEY AVE.,19141,NA,PHILADELPHIA,PA,2152765258,9,12,www.philasd.org/schools/girlshigh,HIGH SCHOOL,0,0,2,2,1,11,10,0,0,0,94,2,14,2,76860
6060,81,1027,174,283,97,1,0,1,1,0,78,MARTIN L. KING HIGH SCHOOL,"KING, MARTIN LUTHER HIGH SCH.",6100 STENTON AVE.,19138,NA,PHILADELPHIA,PA,2152765253,9,12,www.philasd.org/schools/mlking,HIGH SCHOOL,10,2,24,10,3,558,223,119,76,141,93,27,1,2,65617
6090,90,423,8,21,91,2,0,7,0,0,82,RANDOLPH TECHNICAL HIGH SCHOOL,RANDOLPH TECHNICAL HIGH SCHOOL,3101 HENRY AVE.,19129,NA,PHILADELPHIA,PA,2152274407,9,12,www.philasd.org/schools/randolph,CAREER AND TECHNICAL HIGH SCHL,2,0,6,2,1,105,72,21,8,4,95,13,1,1,71452
6100,93,284,25,30,97,1,0,2,1,0,77,LEEDS MIDDLE SCHOOL,"LEEDS, MORRIS E. MIDDLE SCHOOL",1100 E. MT. PLEASANT AVE.,19150,NA,PHILADELPHIA,PA,2152486602,7,8,www.philasd.org/schools/leeds,MIDDLE SCHOOL,1,0,12,0,0,80,46,16,9,8,97,25,2,0,68327
6200,96,497,75,74,95,1,0,2,2,0,78,ANNA B. DAY SCHOOL,"DAY, ANNA B. SCHOOL",6324 CRITTENDEN ST.,19138,NA,PHILADELPHIA,PA,2152765250,0,8,www.philasd.org/schools/day,ELEMENTARY SCHOOL,0,0,3,2,0,20,16,4,0,0,96,15,4,1,76158
6210,96,582,70,46,98,0,0,1,1,0,74,FRANKLIN S. EDMONDS SCHOOL,"EDMONDS, FRANKLIN S. SCHOOL",8025 THOURON AVE.,19150,NA,PHILADELPHIA,PA,2152765261,0,6,www.philasd.org/schools/edmonds,ELEMENTARY SCHOOL,0,0,8,1,0,28,20,6,1,0,97,16,3,1,78230
6220,94,588,95,59,95,1,0,2,2,0,87,ELEANOR C. EMLEN SCHOOL,"EMLEN, ELEANOR C. SCHOOL",6501 CHEW AVE.,19119,NA,PHILADELPHIA,PA,2159514010,0,6,www.philasd.org/schools/emlen,ELEMENTARY SCHOOL,0,0,6,2,0,28,17,5,2,3,94,13,1,0,74276
6230,95,320,7,23,97,0,0,2,1,0,79,FITLER ACADEMICS PLUS,FITLER ACADEMICS PLUS,140 W. SEYMOUR ST.,19144,NA,PHILADELPHIA,PA,2159514009,1,8,www.philasd.org/schools/fitler,ELEMENTARY SCHOOL,0,0,6,2,0,38,30,3,3,2,92,8,7,0,65198
6250,95,463,27,30,78,14,1,2,5,0,64,CHARLES W HENRY SCHOOL,"HENRY, CHARLES W. SCHOOL",601 CARPENTER LN.,19119,NA,PHILADELPHIA,PA,2159514006,0,8,www.philasd.org/schools/henry,ELEMENTARY SCHOOL,0,0,8,1,0,40,25,10,2,3,94,14,16,0,72297
6260,94,485,39,28,90,3,0,3,4,0,69,HENRY H. HOUSTON SCHOOL,"HOUSTON, HENRY H. SCHOOL",7300 RURAL LN.,19119,NA,PHILADELPHIA,PA,2152486608,0,8,www.philasd.org/schools/houston,ELEMENTARY SCHOOL,0,0,10,2,1,62,42,13,4,4,93,20,8,0,66553
6270,96,482,29,22,83,8,2,2,5,0,53,JOHN STORY JENKS SCHOOL,"JENKS, JOHN S. SCHOOL",8301 GERMANTOWN AVE.,19118,NA,PHILADELPHIA,PA,2152486604,0,8,www.philasd.org/schools/jsjenks,ELEMENTARY SCHOOL,0,0,1,1,0,8,7,1,0,0,96,13,8,0,71142
6300,94,390,51,35,93,1,1,3,3,0,89,LOGAN SCHOOL,"LOGAN, JAMES SCHOOL",1700 LINDLEY AVE.,19141,NA,PHILADELPHIA,PA,2154563006,0,6,www.philasd.org/schools/logan,ELEMENTARY SCHOOL,0,0,2,0,0,24,16,4,2,2,95,18,0,3,66883
6310,95,373,36,27,97,0,0,1,1,0,71,MCCLOSKEY SCHOOL,"MCCLOSKEY, JOHN F. SCHOOL",8500 PICKERING ST.,19150,NA,PHILADELPHIA,PA,2152486600,0,6,www.philasd.org/schools/mccloskey,ELEMENTARY SCHOOL,0,0,1,0,0,23,14,6,2,1,94,13,2,0,73309
6320,94,261,29,25,85,10,0,1,3,0,87,MIFFLIN SCHOOL,"MIFFLIN, THOMAS SCHOOL",3624 CONRAD ST.,19129,NA,PHILADELPHIA,PA,2159514007,0,8,www.philasd.org/schools/mifflin,ELEMENTARY SCHOOL,0,0,8,0,0,59,34,14,4,6,92,12,1,0,67092
6340,94,417,53,38,97,1,0,1,1,0,89,JOSEPH PENNELL ELEMENTARY,"PENNELL, JOSEPH ELEMENTARY",1800 NEDRO AVE.,19141,NA,PHILADELPHIA,PA,2152765267,0,6,www.philasd.org/schools/pennell,ELEMENTARY SCHOOL,0,0,9,2,2,62,36,12,5,9,92,12,1,0,70211
6350,94,467,69,52,97,1,0,1,1,0,84,PENNYPACKER SCHOOL,"PENNYPACKER, SAMUEL SCHOOL",1858 E. WASHINGTON LN.,19138,NA,PHILADELPHIA,PA,2152765271,0,6,www.philasd.org/schools/pennypacker,ELEMENTARY SCHOOL,0,1,5,2,0,26,18,5,2,1,95,13,1,1,68455
6380,95,583,38,22,37,53,2,4,4,0,56,SHAWMONT SCHOOL,SHAWMONT SCHOOL,535 SHAWMONT AVE.,19128,NA,PHILADELPHIA,PA,2154874466,0,8,www.philasd.org/schools/shawmont,ELEMENTARY SCHOOL,0,0,4,1,2,23,16,4,1,2,93,11,7,1,69400
6390,93,530,86,68,95,1,0,3,1,0,93,EDWARD T STEEL SCHOOL,"STEEL, EDWARD SCHOOL",4301 WAYNE AVE.,19140,NA,PHILADELPHIA,PA,2154563008,0,8,www.philasd.org/schools/steel,ELEMENTARY SCHOOL,0,0,6,2,0,9,8,1,0,0,95,16,0,1,70661
