School_code,Attendance,Enrollment,New_student,Withdrawals,African_American,White,Asian,Latino,Other,Pacific_Islander,Low_income_family,SCHOOL_NAME_1,SCHOOL_NAME_2,ADDRESS,SCHOOL_ZIP,ZIP_PLUS_4,CITY,STATE_CD,PHONE_NUMBER,SCH_START_GRADE,SCH_TERM_GRADE,HPADDR,SCHOOL_LEVEL_NAME,Drugs,Morals,Assaults,Weapons,Thefts,Total_suspensions,One_suspension,Two_suspensions,Three_suspensions,Three_plus_suspensions,Teacher_attendance,Special_education,Gifted_education,English_second_language,Average_salary
6400,86,179,11,6,59,14,3,15,10,0,83,WIDENER MEMORIAL SCHOOL,WIDENER MEMORIAL SCHOOL,1450 W. OLNEY AVE.,19141,NA,PHILADELPHIA,PA,2154563015,0,12,www.philasd.org/schools/widener,ELEMENTARY SCHOOL,0,0,1,0,0,0,0,0,0,0,95,95,0,2,77919
6410,95,448,31,31,43,46,1,4,6,0,65,COOK-WISSAHICKON SCHOOL,COOK-WISSAHICKON SCHOOL,201 E. SALAIGNAC ST.,19128,NA,PHILADELPHIA,PA,2154874463,0,8,www.philasd.org/schools/cookwissahickon,ELEMENTARY SCHOOL,0,0,6,1,1,23,15,5,2,1,94,13,4,0,72129
6430,92,420,69,62,97,0,0,1,2,0,94,JOHN WISTER SCHOOL,"WISTER, JOHN SCHOOL",67 E. BRINGHURST ST.,19144,NA,PHILADELPHIA,PA,2159514003,0,6,www.philasd.org/schools/wister,ELEMENTARY SCHOOL,0,0,2,2,0,52,36,10,4,3,94,14,0,0,66889
6440,95,401,37,28,94,2,0,1,3,0,76,ANNA L. LINGELBACH SCHOOL,"LINGELBACH, ANNA L. SCHOOL",6340 WAYNE AVE.,19144,NA,PHILADELPHIA,PA,2159514001,0,8,www.philasd.org/schools/lingelbach,ELEMENTARY SCHOOL,0,0,3,0,0,30,18,6,3,2,94,9,3,3,73546
6450,95,265,16,10,42,49,1,3,5,0,61,JAMES DOBSON SCHOOL,"DOBSON, JAMES SCHOOL",4667 UMBRIA ST.,19127,NA,PHILADELPHIA,PA,2154874460,0,8,www.philasd.org/schools/dobson,ELEMENTARY SCHOOL,0,0,4,1,0,15,10,2,1,1,95,19,6,1,67425
6460,96,224,5,3,94,2,1,2,1,0,60,HILL-FREEDMAN MIDDLE SCHOOL,HILL-FREEDMAN MIDDLE SCHOOL,6200 CRITTENDEN ST.,19138,NA,PHILADELPHIA,PA,2152765260,6,8,www.philasd.org/schools/hill-freedman,MIDDLE SCHOOL,0,0,1,0,0,4,2,1,0,0,93,27,22,0,59244
6470,93,842,138,118,94,1,0,2,3,0,91,JOHN B. KELLY SCHOOL,"KELLY, JOHN B. SCHOOL",5116 PULASKI AVE.,19144,NA,PHILADELPHIA,PA,2159514011,0,6,www.philasd.org/schools/kelly,ELEMENTARY SCHOOL,1,0,7,4,2,122,76,22,12,12,94,14,1,0,67148
6480,96,241,3,4,93,3,0,3,1,0,65,AMY NORTHWEST,AMY NORTHWEST,6000 RIDGE AVE.,19128,NA,PHILADELPHIA,PA,2154877600,6,8,www.philasd.org/schools/amynw,MIDDLE SCHOOL,0,1,3,0,0,8,7,0,0,0,97,9,11,0,70273
6540,93,295,4,8,96,1,0,2,1,0,62,LANKENAU HIGH SCHOOL,LANKENAU HIGH SCHOOL,201 SPRING LANE,19128,NA,PHILADELPHIA,PA,2154874465,9,12,www.philasd.org/schools/lankenau,HIGH SCHOOL,0,0,3,2,0,19,15,3,0,0,95,8,7,0,71789
7010,79,1717,238,322,59,9,1,30,1,0,86,FRANKFORD HIGH SCHOOL,FRANKFORD HIGH SCHOOL,5000 OXFORD AVE.,19124,NA,PHILADELPHIA,PA,2155372519,9,12,www.philasd.org/schools/frankford,HIGH SCHOOL,6,2,30,10,6,435,257,96,43,40,93,23,1,8,74045
7100,94,453,75,63,88,1,3,6,2,0,90,COOKE ELEMENTARY SCHOOL,"COOKE, JAY ELEMENTARY SCHOOL",1300 W. LOUDEN ST.,19141,NA,PHILADELPHIA,PA,2154563002,0,8,www.philasd.org/schools/jaycooke,ELEMENTARY SCHOOL,1,3,12,3,1,67,43,14,5,5,96,12,1,5,65717
7110,90,770,104,127,56,14,1,27,2,0,91,HARDING MIDDLE SCHOOL,"HARDING, WARREN G. MIDDLE SCH",2000 WAKELING ST.,19124,NA,PHILADELPHIA,PA,2155372528,6,8,www.philasd.org/schools/harding,MIDDLE SCHOOL,4,1,34,6,1,251,134,58,28,32,92,29,1,6,68075
7120,83,1496,179,263,67,2,10,20,1,0,77,SAMUEL S. FELS HIGH SCHOOL,"FELS, SAMUEL HIGH SCHOOL",5500 LANGDON ST.,19124,NA,PHILADELPHIA,PA,2155372516,9,12,www.philasd.org/schools/fels,HIGH SCHOOL,12,1,67,13,5,542,283,116,58,84,94,18,1,13,71726
7130,93,539,47,48,97,1,0,2,1,0,81,WAGNER MIDDLE SCHOOL,"WAGNER, GEN. LOUIS MIDDLE SCH.",1701 CHELTEN AVE.,19126,NA,PHILADELPHIA,PA,2152765252,6,8,www.philasd.org/schools/wagner,MIDDLE SCHOOL,0,0,12,2,0,117,80,21,8,8,94,25,1,1,68103
7150,95,1050,96,69,17,5,8,64,6,0,88,JUNIATA PARK ACADEMY,JUNIATA PARK ACADEMY,801 E. HUNTING PARK AVE.,19124,NA,PHILADELPHIA,PA,2152897930,0,8,www.philasd.org/schools/juniatapark,ELEMENTARY SCHOOL,0,0,6,2,0,88,59,14,7,8,95,10,1,16,70391
7200,94,720,133,61,24,3,6,59,7,0,90,BARTON SCHOOL,BARTON SCHOOL,4600 ROSEHILL ST.,19120,NA,PHILADELPHIA,PA,2154563007,0,2,www.philasd.org/schools/barton,ELEMENTARY SCHOOL,0,0,3,0,0,14,10,2,1,0,94,6,1,16,70866
7220,93,1573,209,160,59,5,6,25,5,0,83,CARNELL SCHOOL,"CARNELL, LAURA H. SCHOOL",1100 DEVEREAUX AVE.,19111,NA,PHILADELPHIA,PA,2155372527,0,8,www.philasd.org/schools/carnell,ELEMENTARY SCHOOL,2,1,25,4,2,237,144,43,26,24,92,10,1,14,67494
7260,95,385,51,33,95,1,0,1,3,0,82,ELLWOOD SCHOOL,ELLWOOD SCHOOL,6701 N. 13TH ST.,19126,NA,PHILADELPHIA,PA,2152765286,0,5,www.philasd.org/schools/ellwood,ELEMENTARY SCHOOL,0,0,6,1,0,28,20,5,2,1,95,11,2,1,66793
7270,95,858,75,55,76,1,11,10,3,0,77,FINLETTER ACADEMICS PLUS SCH,"FINLETTER, THOMAS K. SCHOOL",6100 N. FRONT ST.,19120,NA,PHILADELPHIA,PA,2152765265,0,8,www.philasd.org/schools/finletter,ELEMENTARY SCHOOL,2,2,9,5,0,97,62,22,8,6,93,9,1,5,68688
7280,95,1056,135,103,63,3,4,23,6,0,79,FRANKLIN ACADEMICS PLUS SCHOOL,"FRANKLIN, BENJAMIN SCHOOL",5735 RISING SUN AVE.,19120,NA,PHILADELPHIA,PA,2157285017,0,8,www.philasd.org/schools/franklin,ELEMENTARY SCHOOL,0,2,30,4,0,93,70,14,4,4,93,9,1,13,67186
7290,92,438,79,52,55,6,0,34,5,0,93,ALLEN M. STEARNE SCHOOL,"STEARNE, ALLEN M. SCHOOL",1655 UNITY ST.,19124,NA,PHILADELPHIA,PA,2155372522,0,6,www.philasd.org/schools/stearne,ELEMENTARY SCHOOL,0,0,8,2,1,55,37,10,5,3,95,13,1,7,63140
7300,93,917,108,85,25,5,4,62,4,0,90,FRANCIS HOPKINSON SCHOOL,"HOPKINSON, FRANCIS SCHOOL",4001 L ST.,19124,NA,PHILADELPHIA,PA,2155372526,0,8,www.philasd.org/schools/hopkinson,ELEMENTARY SCHOOL,1,0,9,2,0,105,74,21,6,5,94,11,0,15,69773
7310,94,682,59,55,26,2,6,60,5,0,89,FELTONVILLE INTERMEDIATE,FELTONVILLE INTERMEDIATE,238 E. WYOMING AVE.,19120,NA,PHILADELPHIA,PA,2154563012,3,5,www.philasd.org/schools/feltonville-intermediate,ELEMENTARY SCHOOL,0,0,6,2,0,48,37,7,2,2,93,12,2,17,67094
7320,94,297,42,38,94,0,0,2,4,0,87,HOWE ACADEMICS PLUS SCHOOL,"HOWE, JULIA WARD SCHOOL",5800 N. 13TH ST.,19141,NA,PHILADELPHIA,PA,2152765270,0,5,www.philasd.org/schools/howe,ELEMENTARY SCHOOL,0,0,4,1,0,26,17,6,1,2,93,14,1,0,59428
7330,93,811,93,57,33,33,4,23,7,0,86,HENRY W. LAWTON SCHOOL,"LAWTON, HENRY W. SCHOOL",6101 JACKSON ST.,19135,NA,PHILADELPHIA,PA,2153355659,0,6,www.philasd.org/schools/lawton,ELEMENTARY SCHOOL,0,0,10,1,1,39,26,8,3,2,94,13,1,5,69620
7350,95,979,123,69,61,2,18,14,5,0,81,JAMES R. LOWELL SCHOOL,"LOWELL, JAMES R. SCHOOL",450 W. NEDRO AVE.,19120,NA,PHILADELPHIA,PA,2152765272,0,4,www.philasd.org/schools/lowell,ELEMENTARY SCHOOL,0,2,9,3,0,71,51,11,5,4,94,8,2,23,66211
7360,92,412,73,59,56,8,0,29,6,0,91,JOHN MARSHALL SCHOOL,"MARSHALL, JOHN SCHOOL",4500 GRISCOM ST.,19124,NA,PHILADELPHIA,PA,2155372521,0,5,www.philasd.org/schools/marshall,ELEMENTARY SCHOOL,1,0,4,2,0,33,20,6,3,4,90,21,0,6,67701
7370,94,761,52,45,68,2,14,13,2,0,80,GROVER WASHINGTON JR. MIDDLE,"WASHINGTON, GROVER JR. MIDDLE",201 E. OLNEY AVE.,19120,NA,PHILADELPHIA,PA,2154560422,5,8,www.philasd.org/schools/grover,MIDDLE SCHOOL,0,1,20,4,1,140,82,28,14,16,94,19,3,10,76311
7380,93,494,88,48,35,1,0,61,3,0,94,ALEXANDER MCCLURE SCHOOL,"MC CLURE, ALEXANDER K. SCHOOL",600 W. HUNTING PARK AVE.,19140,NA,PHILADELPHIA,PA,2154563001,0,5,www.philasd.org/schools/mcclure,ELEMENTARY SCHOOL,0,1,8,2,0,36,25,6,3,2,93,11,2,20,68842
7390,94,715,92,68,61,1,7,29,2,0,89,ANDREW J. MORRISON SCHOOL,"MORRISON, ANDREW J. SCHOOL",5100 N. 3RD ST.,19120,NA,PHILADELPHIA,PA,2154563004,0,8,www.philasd.org/schools/morrison,ELEMENTARY SCHOOL,1,2,13,2,1,89,55,19,9,7,92,12,1,11,66460
7400,95,810,91,64,51,1,16,27,4,0,86,OLNEY ELEMENTARY SCHOOL,OLNEY ELEMENTARY SCHOOL,5301 N. WATER ST.,19120,NA,PHILADELPHIA,PA,2154563003,0,8,www.philasd.org/schools/olney,ELEMENTARY SCHOOL,0,1,7,2,0,48,32,9,5,2,95,9,4,21,74261
7430,92,662,111,71,42,20,1,28,8,0,90,JAMES J. SULLIVAN SCHOOL,"SULLIVAN, JAMES J. SCHOOL",5300 DITMAN ST.,19124,NA,PHILADELPHIA,PA,2155372524,0,5,www.philasd.org/schools/sullivan,ELEMENTARY SCHOOL,0,1,10,3,0,36,23,7,3,3,93,13,0,5,69051
7440,93,558,82,60,19,1,1,78,2,0,92,BAYARD TAYLOR SCHOOL,"TAYLOR, BAYARD SCHOOL",3698 N. RANDOLPH ST.,19140,NA,PHILADELPHIA,PA,2152274435,0,5,www.philasd.org/schools/taylor,ELEMENTARY SCHOOL,0,0,4,1,2,29,21,6,2,0,94,11,1,23,65156
7460,94,522,67,41,53,10,6,27,3,0,82,WILLIAM H. ZIEGLER SCHOOL,"ZIEGLER, WILLIAM H. SCHOOL",5935 SAUL ST.,19149,NA,PHILADELPHIA,PA,2155372510,0,8,www.philasd.org/schools/ziegler,ELEMENTARY SCHOOL,0,0,6,0,0,53,36,10,4,3,94,14,2,16,71374
7470,94,429,39,27,1,90,2,5,3,0,72,BRIDESBURG SCHOOL,BRIDESBURG SCHOOL,2824 JENKS ST.,19137,NA,PHILADELPHIA,PA,2155372515,0,5,www.philasd.org/schools/bridesburg,ELEMENTARY SCHOOL,0,0,2,0,0,14,10,3,1,1,93,10,1,0,67726
7490,95,426,47,28,96,1,0,1,3,0,86,PRINCE HALL SCHOOL,PRINCE HALL,6101-6167 N. GRATZ ST.,19141,NA,PHILADELPHIA,PA,2152765255,0,5,www.philasd.org/schools/princehall,ELEMENTARY SCHOOL,0,0,5,2,1,37,28,7,2,0,94,15,0,0,70223
7500,93,678,55,64,27,3,7,59,4,0,90,FELTONVILLE ARTS & SCIENCES,FELTONVILLE ARTS & SCIENCES,210 E. COURTLAND ST.,19120,NA,PHILADELPHIA,PA,2154565603,6,8,www.philasd.org/schools/feltonville-arts-and-sciences,MIDDLE SCHOOL,1,1,11,3,0,124,74,29,11,12,93,16,3,17,73372
7510,93,662,87,72,77,0,0,21,2,0,93,MARY BETHUNE SCHOOL,"BETHUNE, MARY MCLEOD SCHOOL",3301 OLD YORK RD.,19140,NA,PHILADELPHIA,PA,2152274433,0,8,www.philasd.org/schools/bethune,ELEMENTARY SCHOOL,1,0,6,3,1,40,34,5,1,1,94,13,0,8,64062
7530,95,452,55,34,95,2,0,2,1,0,86,ROWEN SCHOOL,"ROWEN, WILLIAM SCHOOL",6841 N. 19TH ST.,19126,NA,PHILADELPHIA,PA,2152765251,0,5,www.philasd.org/schools/rowen,ELEMENTARY SCHOOL,0,0,3,2,0,21,16,4,1,0,93,13,1,0,68078
7730,90,661,70,77,31,1,0,67,0,0,93,ROBERTO CLEMENTE MIDDLE SCHOOL,"CLEMENTE, ROBERTO MIDD. SCHOOL",122 W. ERIE AVE.,19140,NA,PHILADELPHIA,PA,2152915400,6,8,www.philasd.org/schools/clemente,MIDDLE SCHOOL,2,1,26,5,0,127,94,23,7,2,93,24,1,22,61331
8010,84,1786,224,303,40,33,5,20,2,0,72,ABRAHAM LINCOLN HIGH,"LINCOLN, ABRAHAM HIGH SCHOOL",3201 RYAN AVE.,19136,NA,PHILADELPHIA,PA,2153355653,9,12,www.philasd.org/schools/lincoln,HIGH SCHOOL,16,2,87,11,7,473,266,108,48,51,94,20,2,5,72341
8020,89,3141,164,240,35,24,22,17,3,0,61,NORTHEAST HIGH SCHOOL,NORTHEAST HIGH SCHOOL,1601 COTTMAN AVE.,19111,NA,PHILADELPHIA,PA,2157285018,9,12,www.nehs.phila.k12.pa.us,HIGH SCHOOL,14,1,29,7,6,667,374,128,72,93,93,13,5,14,70663
8030,88,2023,140,173,31,42,14,12,1,0,59,GEORGE WASHINGTON HIGH,"WASHINGTON, GEORGE HIGH SCHOOL",10175 BUSTLETON AVE.,19116,NA,PHILADELPHIA,PA,2159612001,9,12,www.philasd.org/schools/gwhs,HIGH SCHOOL,10,2,25,4,4,512,300,108,50,55,95,18,7,9,72713
8040,95,364,7,8,26,53,4,14,3,0,53,ARTS ACADEMY AT BENJAMIN RUSH,ARTS ACADEMY AT BENJAMIN RUSH,11081 KNIGHTS RD.,19154,NA,PHILADELPHIA,PA,2152812603,9,12,,HIGH SCHOOL,1,0,2,0,0,12,11,1,0,0,97,11,13,3,61643
8090,93,754,6,16,31,42,5,21,1,0,63,SWENSON ARTS/TECH HIGH SCHOOL,SWENSON ARTS/TECH HIGH SCHOOL,2750 RED LION RD.,19114,NA,PHILADELPHIA,PA,2159612009,9,12,www.swenson.phila.k12.pa.us,CAREER AND TECHNICAL HIGH SCHL,4,0,8,2,6,81,60,14,4,4,94,18,4,5,75028
8120,94,1176,76,69,35,21,19,21,5,0,67,WOODROW WILSON MIDDLE SCHOOL,"WILSON, WOODROW MIDDLE SCHOOL",1800 COTTMAN AVE.,19111,NA,PHILADELPHIA,PA,2157285015,6,8,www.philasd.org/schools/wilson,MIDDLE SCHOOL,1,0,14,2,0,175,110,33,16,16,95,14,3,10,67988
8140,92,617,51,55,32,44,5,16,3,0,75,AUSTIN MEEHAN MIDDLE SCHOOL,"MEEHAN, AUSTIN MIDDLE SCHOOL",3001 RYAN AVE.,19152,NA,PHILADELPHIA,PA,2153355654,7,8,www.philasd.org/schools/meehan,MIDDLE SCHOOL,0,4,22,4,1,122,70,26,12,16,94,24,5,5,65820
8160,95,1275,47,102,18,52,17,9,3,0,56,BALDI MIDDLE SCHOOL,BALDI MIDDLE SCHOOL,8801 VERREE RD.,19115,NA,PHILADELPHIA,PA,2159612003,6,8,www.philasd.org/schools/baldi,MIDDLE SCHOOL,2,0,4,2,1,88,54,17,7,10,95,17,18,8,75229
8180,95,493,37,18,12,67,4,9,9,0,56,JOHN HANCOCK SCHOOL,"HANCOCK, JOHN SCHOOL",3700 MORRELL AVE.,19114,NA,PHILADELPHIA,PA,2152812604,0,5,www.philasd.org/schools/hancock,ELEMENTARY SCHOOL,1,0,3,1,0,17,11,3,2,1,95,19,5,3,73453
8200,94,897,102,75,34,26,12,21,6,0,81,ETHAN ALLEN SCHOOL,"ALLEN, ETHAN SCHOOL",6329 BATTERSBY ST.,19149,NA,PHILADELPHIA,PA,2155372530,0,8,,ELEMENTARY SCHOOL,0,1,18,3,1,131,72,28,16,15,93,10,4,14,70505
8210,94,548,68,54,26,49,4,14,8,0,80,J. BROWN ACADEMICS PLUS SCHOOL,"BROWN, JOSEPH H. SCHOOL",3600 STANWOOD ST.,19136,NA,PHILADELPHIA,PA,2153355650,0,6,www.philasd.org/schools/jhbrown,ELEMENTARY SCHOOL,0,2,5,2,0,40,27,10,2,2,94,15,4,8,73869
8230,95,373,36,29,23,41,8,18,10,0,69,CROSSAN ACADEMICS PLUS SCHOOL,"CROSSAN, KENNEDY C. SCHOOL",7350 BINGHAM ST.,19111,NA,PHILADELPHIA,PA,2157285014,0,5,www.philasd.org/schools/crossan,ELEMENTARY SCHOOL,0,0,1,0,0,7,5,1,0,0,95,11,2,8,71942
8240,93,842,112,89,30,36,3,24,7,0,85,HAMILTON DISSTON SCHOOL,"DISSTON, HAMILTON SCHOOL",6801 COTTAGE ST.,19135,NA,PHILADELPHIA,PA,2153355661,0,8,www.philasd.org/schools/disston,ELEMENTARY SCHOOL,2,2,16,2,0,117,77,25,10,5,93,14,2,5,69850
8250,94,1104,116,89,26,45,3,17,8,0,80,EDWIN FORREST SCHOOL,"FORREST, EDWIN SCHOOL",7300 COTTAGE ST.,19136,NA,PHILADELPHIA,PA,2153355652,0,6,www.philasd.org/schools/forrest,ELEMENTARY SCHOOL,0,1,5,2,0,39,33,4,1,1,94,10,1,3,73696
8260,95,396,40,21,23,52,10,10,6,0,59,FOX CHASE ACADEMICS PLUS SCHL,FOX CHASE SCHOOL,500 RHAWN ST.,19111,NA,PHILADELPHIA,PA,2157285016,0,5,www.philasd.org/schools/foxchase,ELEMENTARY SCHOOL,0,0,0,0,0,7,6,1,0,0,94,11,5,8,69961
8270,93,454,58,49,31,39,7,14,9,0,81,THOMAS HOLME SCHOOL,"HOLME, THOMAS SCHOOL",9120 ACADEMY RD.,19114,NA,PHILADELPHIA,PA,2153355656,0,6,www.philasd.org/schools/holme,ELEMENTARY SCHOOL,0,0,8,2,0,59,40,12,4,2,90,17,1,9,68046
8300,95,992,88,53,12,55,14,13,5,0,65,MAYFAIR SCHOOL,MAYFAIR SCHOOL,3001 PRINCETON AVE.,19149,NA,PHILADELPHIA,PA,2153355651,0,8,www.philasd.org/schools/mayfair,ELEMENTARY SCHOOL,0,1,2,3,1,31,22,4,3,2,96,9,3,13,67185
8310,95,1134,128,75,36,17,18,19,10,0,69,J. HAMPTON MOORE SCHOOL,"MOORE, J. HAMPTON SCHOOL",6900 SUMMERDALE AVE.,19111,NA,PHILADELPHIA,PA,2157285011,0,5,www.philasd.org/schools/moore,ELEMENTARY SCHOOL,0,0,8,2,0,61,40,13,4,2,93,9,0,27,71616
8320,93,197,11,13,30,55,4,8,3,0,63,GEN HARRY LABRUM MIDDLE SCHOOL,"LABRUM,GEN HARRY MIDDLE SCHOOL",10800 HAWLEY RD.,19154,NA,PHILADELPHIA,PA,2152812607,6,8,www.philasd.org/schools/labrum,MIDDLE SCHOOL,0,0,6,0,1,30,19,6,2,4,92,30,8,2,70799
8340,94,1182,130,77,29,16,24,23,8,0,72,SOLIS-COHEN ACADEMICS PLUS SCH,"SOLIS-COHEN, SOLOMON SCHOOL",7001 HORROCKS ST.,19149,NA,PHILADELPHIA,PA,2157285012,0,6,www.philasd.org/schools/solis-cohen,ELEMENTARY SCHOOL,0,0,6,1,0,81,51,16,8,5,95,14,2,21,69460
8350,95,1317,133,101,42,13,17,23,5,0,78,GILBERT SPRUANCE SCHOOL,"SPRUANCE, GILBERT SCHOOL",6401 HORROCKS ST.,19149,NA,PHILADELPHIA,PA,2155372514,0,8,www.philasd.org/schools/spruance,ELEMENTARY SCHOOL,0,0,12,3,0,74,55,13,4,2,94,13,2,12,70802
8360,95,525,53,38,21,29,20,17,12,0,69,RHAWNHURST SCHOOL,RHAWNHURST SCHOOL,7809 CASTOR AVE.,19152,NA,PHILADELPHIA,PA,2157285013,0,5,www.philasd.org/schools/rhawnhurst,ELEMENTARY SCHOOL,0,0,0,0,0,4,4,0,0,0,96,10,1,21,72356
8370,95,445,44,18,13,63,10,8,5,0,54,WATSON COMLY SCHOOL,"COMLY, WATSON SCHOOL",1001 BYBERRY RD.,19116,NA,PHILADELPHIA,PA,2159612008,0,5,www.philasd.org/schools/comly,ELEMENTARY SCHOOL,0,0,1,1,0,5,5,0,0,0,96,16,4,8,69069
8380,95,914,82,42,15,48,13,14,10,0,61,LOUIS H. FARRELL SCHOOL,"FARRELL, LOUIS H. SCHOOL",8300 CASTOR AVE.,19152,NA,PHILADELPHIA,PA,2157285009,0,8,www.philasd.org/schools/farrell,ELEMENTARY SCHOOL,0,0,3,1,0,28,20,5,1,2,94,14,2,17,72087
8390,94,804,73,47,18,63,5,10,5,0,60,A. L. FITZPATRICK SCHOOL,"FITZPATRICK, A. L. SCHOOL",11061 KNIGHTS RD.,19154,NA,PHILADELPHIA,PA,2152812602,0,8,,ELEMENTARY SCHOOL,0,0,14,2,0,68,42,14,6,6,93,16,3,4,73031
8400,96,994,105,72,13,48,22,8,8,0,56,ANNE FRANK SCHOOL,"FRANK, ANNE SCHOOL",2000 BOWLER ST.,19115,NA,PHILADELPHIA,PA,2159612005,0,5,www.philasd.org/schools/annefrank,ELEMENTARY SCHOOL,0,0,1,0,0,24,20,4,0,1,93,7,2,13,74114
8410,95,719,70,42,34,32,16,11,8,0,61,ROBERT B. POLLOCK SCHOOL,"POLLOCK, ROBERT B. SCHOOL",2850 WELSH RD.,19152,NA,PHILADELPHIA,PA,2159612004,0,6,www.philasd.org/schools/pollock,ELEMENTARY SCHOOL,0,0,3,1,0,23,17,3,2,1,95,12,3,14,71157
8420,95,907,67,42,13,64,6,11,5,0,56,STEPHEN DECATUR SCHOOL,"DECATUR, STEPHEN SCHOOL",3500 ACADEMY RD.,19154,NA,PHILADELPHIA,PA,2152812606,0,8,www.philasd.org/schools/decatur,ELEMENTARY SCHOOL,1,0,5,1,1,50,36,8,3,3,94,17,5,4,71354
8430,97,685,48,21,10,56,25,5,3,0,45,JOSEPH GREENBERG SCHOOL,"GREENBERG, JOSEPH SCHOOL",600 SHARON LN.,19115,NA,PHILADELPHIA,PA,2159612002,0,8,www.philasd.org/schools/greenberg,ELEMENTARY SCHOOL,0,0,1,0,0,8,8,0,0,0,96,15,9,5,69238
8440,94,768,90,43,11,56,20,7,6,0,61,WILLIAM H. LOESCHE SCHOOL,"LOESCHE, WILLIAM H. SCHOOL",595 TOMLINSON RD.,19116,NA,PHILADELPHIA,PA,2159612000,0,5,www.philasd.org/schools/loesche,ELEMENTARY SCHOOL,0,0,3,2,0,36,28,6,2,0,93,13,1,22,76789